Strain,Stress_MPa
6.91044254193064e-05,0.607245919103103
7.04702657080463e-05,1.07017978303623
7.67072653888076e-05,2.12535483008499
8.17520517753272e-05,3.70990091382808
0.000108265052553764,6.37942659295655
0.000131670821571044,9.88514258621339
0.000160983647999224,14.1516404633185
0.000210150354712971,19.2945575558895
0.000264857674153847,25.0887843415239
0.000328257483190912,31.172043570381
0.000412697960038548,37.3463020020234
0.00049284792154689,43.6263174089997
0.000577060210639892,50.0041385204703
0.000670748480099515,56.3769290357358
0.000760198619125511,62.7641650384606
0.000857239252418095,69.0498795115219
0.000954690828960878,75.2761684224299
0.0010481627302986,81.3908771126717
0.00114732756532463,87.453839858748
0.00124110744444755,93.3765160756462
0.00133710254071432,99.2593285654305
0.00143202571987911,104.99678315689
0.00152435754946479,110.720020655026
0.00162710090275053,116.339933296315
0.00172119865276959,121.934183451144
0.0018194389788412,127.458308961235
0.00192166361089294,132.971311603416
0.00201909096864962,138.42244773186
0.00212234693747981,143.818188612775
0.00222939680490539,149.153376500287
0.00232342155730999,154.476619698095
0.0024255647674389,159.712247706586
0.0025271674191989,164.91776614824
0.00262664468894042,170.040960174426
0.00273041239337154,175.122593346696
0.00283239237290234,180.216168722895
0.00293211591019027,185.238562703502
0.00304065854036858,190.213848896584
0.00315007848492797,195.201031549106
0.00325790380551897,200.041912287756
0.00337045637266403,204.764342908986
0.00348512523444062,209.281029326027
0.00359983014646005,213.58257881635
0.00372274093124894,217.679685850568
0.00384563140367067,221.520106876401
0.00397579858794389,225.069171416961
0.00412275911468278,228.366898427329
0.00428089245284257,231.479249975698
0.00445940689819812,234.274030085225
0.00466778303934133,236.742417902029
0.00490202816749693,238.88762779725
0.00516894594172664,240.648228220645
0.00546048359483257,242.094392344255
0.00577547712122311,243.201169738525
0.00611301674761953,243.993822508382
0.00646535423265681,244.599977043862
0.00682775456825864,245.092230115075
0.00719748625577217,245.522777012771
0.00757026483609397,245.881877365683
0.00794590150931664,246.23941860695
0.00832613150651988,246.550775736669
0.00871058950952993,246.806524874152
0.0090972398094622,247.078594929349
0.00948137619285318,247.314826741212
0.00986683312106293,247.484534059046
0.0102511940528263,247.734532194972
0.0106357436654997,247.864212959699
0.0110196984701028,248.06333395281
0.0113973666418723,248.336604933735
0.0117762504758122,248.539065290191
0.0121543613956156,248.786410198843
0.0125323012275723,249.000636144227
0.0129105135551678,249.167180416676
0.0132854401105137,249.426599337797
0.0136558484473593,249.611857249278
0.0140281664110083,249.74639710746
0.0143980816181899,249.935422810851
0.014768413517686,250.102522974209
0.0151329812543053,250.302511220926
0.0154912715501429,250.521104248548
0.0158525198929214,250.673120080612
0.0162114687009792,250.888933684954
0.0165672981480121,251.087722710026
0.0169205165954591,251.292247978352
0.0172713561317328,251.529565354157
0.0176246113043251,251.729807884578
0.0179825276634271,251.873579515353
0.0183355669044542,252.111510158102
0.018690294041451,252.29452760581
0.0190455258094182,252.468414243984
0.0194032542108942,252.669383230036
0.019759144282863,252.834145859378
0.0201169948235189,253.036591332459
0.0204699657855048,253.272730263936
0.0208271174594205,253.414799030306
0.0211815235158364,253.610971114146
0.0215372273986866,253.802018314353
0.0218871038904834,253.994026273903
0.0222366017663816,254.145422960716
0.0225807747496465,254.345522066685
0.0229275197392556,254.533201387503
0.0232716469609105,254.715884225059
0.0236123648819141,254.894607631627
0.0239539358579979,255.068501711488
0.0242967222453643,255.258794252694
0.0246381104716648,255.45804394322
0.0249836710841722,255.622524992248
0.025327179362129,255.767113629606
0.0256693105458703,255.949780051677
0.0260141907427866,256.151181343475
0.0263603862107127,256.354418386952
0.026704153836702,256.517808275139
0.027049630945977,256.692344294327
0.0273934205392046,256.866350171468
0.0277375051228418,257.035479742344
0.028081970257146,257.238514265618
0.0284265465077565,257.384640783925
0.0287671488949402,257.595756854466
0.0291124588904953,257.756007882752
0.0294511674625711,257.902269617766
0.0297896600356922,258.129684906311
0.0301271468406261,258.318875749496
0.0304655895636561,258.46988446801
0.0308048180251085,258.67100185006
0.0311404779922336,258.826223220169
0.0314751426792534,259.006642205792
0.031814844094218,259.211369525307
0.0321548670993925,259.341430972984
0.0324981759062257,259.532702705779
0.0328396706413546,259.706608260847
0.0331798982269358,259.86124567738
0.0335303181928261,260.017430276972
0.0338803221914761,260.198843181222
0.0342312762411968,260.341063142039
0.0345766347424316,260.489510122257
0.0349215229686511,260.664844559443
0.0352656765753762,260.806433743465
0.0356112983988518,260.927010823295
0.0359432871445306,261.079958101333
0.0362776381459339,261.233587169246
0.0366127822849706,261.408021162277
0.0369540897485309,261.542728646027
0.0372906189777553,261.652957684545
0.0376295755593287,261.845466785449
0.0379655694294554,262.017189268411
0.0383088065644314,262.180699802608
0.038650623956819,262.295474727097
0.0389892006213949,262.495656473316
0.0393250111474854,262.651819826577
0.0396678902566925,262.812359736159
0.0400122262709082,262.942639666145
0.0403554857874186,263.137757031523
0.040699912017751,263.265403260847
0.0410420484182997,263.424166952249
0.0413847429082034,263.501293317915
0.0417305150014576,263.688472263435
0.0420729641693315,263.857659351049
0.0424122629294575,264.023522896721
0.0427554447727678,264.112253885744
0.0430964342797393,264.264242280494
0.0434406914852805,264.392299428531
0.0437844453053097,264.547260136347
0.0441279064215982,264.653808385034
0.0444673241521015,264.780154460922
0.0448068041312124,264.862684179408
0.0451484041798343,264.983544090254
0.0454878599401592,265.128024963851
0.0458240733590343,265.265124856245
0.0461661124195093,265.389577351041
0.0465063201686968,265.539442816902
0.0468497949892148,265.65822695039
0.047193756015441,265.827238517369
0.0475382631003182,265.975300796751
